MG-RAST id,order of rows in Figure 5,virome/total_comm,project,sample id,genome project id,Pubmed id,percentage reads crAssphage,crAssphage reads,total reads,Biome,Feature,Material,Environmental Package
4547026.3,135,virome,Viruses in the faecal microbiota of monozygotic twins and their mothers,F3T1.1,SRP002840,20631792,90.07428141,16734,18578,animal-associated habitat,human-associated habitat,feces,human-gut
4547023.3,141,virome,Viruses in the faecal microbiota of monozygotic twins and their mothers,F3T1.3,SRP002840,20631792,87.52012089,26642,30441,animal-associated habitat,human-associated habitat,feces,human-gut
4547019.3,56,virome,Viruses in the faecal microbiota of monozygotic twins and their mothers,F1M.2,SRP002840,20631792,86.37439791,21160,24498,animal-associated habitat,human-associated habitat,feces,human-gut
4547044.3,137,virome,Viruses in the faecal microbiota of monozygotic twins and their mothers,F3T1.2,SRP002840,20631792,81.50609081,16192,19866,animal-associated habitat,human-associated habitat,feces,human-gut
4547015.3,49,virome,Viruses in the faecal microbiota of monozygotic twins and their mothers,F2T1.2,SRP002840,20631792,71.13623992,28749,40414,animal-associated habitat,human-associated habitat,feces,human-gut
4547047.3,50,virome,Viruses in the faecal microbiota of monozygotic twins and their mothers,F2T1.1(R),SRP002840,20631792,64.26227827,12535,19506,animal-associated habitat,human-associated habitat,feces,human-gut
4547038.3,52,virome,Viruses in the faecal microbiota of monozygotic twins and their mothers,F2T1.1,SRP002840,20631792,56.02391085,40019,71432,animal-associated habitat,human-associated habitat,feces,human-gut
4547049.3,117,virome,Viruses in the faecal microbiota of monozygotic twins and their mothers,F4T2.1,SRP002840,20631792,51.50517235,14389,27937,animal-associated habitat,human-associated habitat,feces,human-gut
4547039.3,119,virome,Viruses in the faecal microbiota of monozygotic twins and their mothers,F4M.2,SRP002840,20631792,47.83616367,11352,23731,animal-associated habitat,human-associated habitat,feces,human-gut
4547017.3,94,virome,Viruses in the faecal microbiota of monozygotic twins and their mothers,F1M.1,SRP002840,20631792,47.47483032,23153,48769,animal-associated habitat,human-associated habitat,feces,human-gut
4547037.3,54,virome,Viruses in the faecal microbiota of monozygotic twins and their mothers,F2T1.3,SRP002840,20631792,41.66103477,11096,26634,animal-associated habitat,human-associated habitat,feces,human-gut
4547051.3,51,virome,Viruses in the faecal microbiota of monozygotic twins and their mothers,F2T2.2,SRP002840,20631792,33.56645282,12191,36319,animal-associated habitat,human-associated habitat,feces,human-gut
4547046.3,83,virome,Viruses in the faecal microbiota of monozygotic twins and their mothers,F3T2.3,SRP002840,20631792,28.32791646,8193,28922,animal-associated habitat,human-associated habitat,feces,human-gut
4547021.3,120,virome,Viruses in the faecal microbiota of monozygotic twins and their mothers,F4M.1,SRP002840,20631792,24.79183347,6193,24980,animal-associated habitat,human-associated habitat,feces,human-gut
4449582.3,67,virome,Diversity and abundance of single-stranded DNA viruses in human feces,F-C,,21948823,24.03171985,12819,53342,-,-,-,human-gut
4473699.3,60,total_community,Human Microbiome Project (HMP),SRR063921,,19819907,22.709595,15205054,66954316,terrestrial biome,human-associated habitat,feces,human-gut
4473693.3,59,total_community,Human Microbiome Project (HMP),SRR063915,,19819907,22.69693198,15143031,66718405,terrestrial biome,human-associated habitat,feces,human-gut
4547027.3,55,virome,Viruses in the faecal microbiota of monozygotic twins and their mothers,F2M.3,SRP002840,20631792,21.23393605,7551,35561,animal-associated habitat,human-associated habitat,feces,human-gut
4473371.3,91,total_community,Human Microbiome Project (HMP),SRR062395,,19819907,19.903655,12370572,62152263,terrestrial biome,human-associated habitat,feces,human-gut
4473399.3,92,total_community,Human Microbiome Project (HMP),SRR062423,,19819907,19.88610475,12327350,61989767,terrestrial biome,human-associated habitat,feces,human-gut
4547041.3,64,virome,Viruses in the faecal microbiota of monozygotic twins and their mothers,F2M.2,SRP002840,20631792,19.70919087,5449,27647,animal-associated habitat,human-associated habitat,feces,human-gut
4473362.3,96,total_community,Human Microbiome Project (HMP),SRR062386,,19819907,16.44691161,7838092,47656923,terrestrial biome,human-associated habitat,feces,human-gut
4478533.3,95,total_community,Human Microbiome Project (HMP),SRR062388,,19819907,16.27494687,7795023,47895843,terrestrial biome,human-associated habitat,feces,human-gut
4547029.3,228,virome,Viruses in the faecal microbiota of monozygotic twins and their mothers,F4M.3(R),SRP002840,20631792,13.41334494,2157,16081,animal-associated habitat,human-associated habitat,feces,human-gut
4449584.3,123,virome,Diversity and abundance of single-stranded DNA viruses in human feces,F-D,,21948823,12.45333778,11943,95902,-,-,-,human-gut
4547030.3,224,virome,Viruses in the faecal microbiota of monozygotic twins and their mothers,F4M.3,SRP002840,20631792,11.16959645,3374,30207,animal-associated habitat,human-associated habitat,feces,human-gut
4472518.3,204,total_community,Human Microbiome Project (HMP),SRR060410,,19819907,10.55625557,8040228,76165530,terrestrial biome,human-associated habitat,feces,human-gut
4472519.3,205,total_community,Human Microbiome Project (HMP),SRR060411,,19819907,10.51833118,8074167,76762814,terrestrial biome,human-associated habitat,feces,human-gut
4472413.3,148,total_community,Human Microbiome Project (HMP),SRR060026,,19819907,9.900434423,6410033,64744967,terrestrial biome,human-associated habitat,feces,human-gut
4547034.3,68,virome,Viruses in the faecal microbiota of monozygotic twins and their mothers,F2M.1(R),SRP002840,20631792,9.796542397,3332,34012,animal-associated habitat,human-associated habitat,feces,human-gut
4473086.3,63,total_community,Human Microbiome Project (HMP),SRR061931,,19819907,9.697101817,6821816,70349019,terrestrial biome,human-associated habitat,feces,human-gut
4472412.3,151,total_community,Human Microbiome Project (HMP),SRR060025,,19819907,9.695857298,6337921,65367309,terrestrial biome,human-associated habitat,feces,human-gut
4473087.3,62,total_community,Human Microbiome Project (HMP),SRR061932,,19819907,9.633048441,6797740,70566862,terrestrial biome,human-associated habitat,feces,human-gut
4472602.3,111,total_community,Human Microbiome Project (HMP),SRR061156,,19819907,8.492950504,4866134,57296154,terrestrial biome,human-associated habitat,feces,human-gut
4472595.3,114,total_community,Human Microbiome Project (HMP),SRR061149,,19819907,8.467226509,4794345,56622378,terrestrial biome,human-associated habitat,feces,human-gut
4547028.3,70,virome,Viruses in the faecal microbiota of monozygotic twins and their mothers,F2M.1,SRP002840,20631792,6.957981466,4062,58379,animal-associated habitat,human-associated habitat,feces,human-gut
4473402.3,208,total_community,Human Microbiome Project (HMP),SRR062426,,19819907,6.842048224,2019017,29508956,terrestrial biome,human-associated habitat,feces,human-gut
4449580.3,108,virome,Diversity and abundance of single-stranded DNA viruses in human feces,F-A,,21948823,6.776112459,6117,90273,-,-,-,human-gut
4478546.3,206,total_community,Human Microbiome Project (HMP),SRR062428,,19819907,6.768353246,1973607,29159338,terrestrial biome,human-associated habitat,feces,human-gut
4472580.3,131,total_community,Human Microbiome Project (HMP),SRR061134,,19819907,6.282664342,4626045,73631898,terrestrial biome,human-associated habitat,feces,human-gut
4472575.3,146,total_community,Human Microbiome Project (HMP),SRR061129,,19819907,6.263241177,4672121,74595898,terrestrial biome,human-associated habitat,feces,human-gut
4547042.3,53,virome,Viruses in the faecal microbiota of monozygotic twins and their mothers,F2T2.1(R),SRP002840,20631792,5.922960761,2471,41719,animal-associated habitat,human-associated habitat,feces,human-gut
4472090.3,143,total_community,Human Microbiome Project (HMP),SRR038746,,19819907,5.922854849,2439069,41180631,terrestrial biome,human-associated habitat,feces,human-gut
4472560.3,142,total_community,Human Microbiome Project (HMP),SRR061111,,19819907,5.922854849,2439069,41180631,terrestrial biome,human-associated habitat,feces,human-gut
4478442.3,147,total_community,Human Microbiome Project (HMP),SRR061933,,19819907,5.774575194,4176826,72331312,terrestrial biome,human-associated habitat,feces,human-gut
4472101.3,192,total_community,Human Microbiome Project (HMP),SRR042181,,19819907,5.766675018,2401974,41652668,terrestrial biome,human-associated habitat,feces,human-gut
4472561.3,191,total_community,Human Microbiome Project (HMP),SRR061112,,19819907,5.766671881,2401975,41652708,terrestrial biome,human-associated habitat,feces,human-gut
4472104.3,161,total_community,Human Microbiome Project (HMP),SRR042184,,19819907,5.735806847,2346318,40906503,terrestrial biome,human-associated habitat,feces,human-gut
4472563.3,162,total_community,Human Microbiome Project (HMP),SRR061114,,19819907,5.735798995,2346318,40906559,terrestrial biome,human-associated habitat,feces,human-gut
4472100.3,156,total_community,Human Microbiome Project (HMP),SRR042027,,19819907,5.707928372,2339382,40984782,terrestrial biome,human-associated habitat,feces,human-gut
4472562.3,157,total_community,Human Microbiome Project (HMP),SRR061113,,19819907,5.70792406,2339384,40984848,terrestrial biome,human-associated habitat,feces,human-gut
4473089.3,149,total_community,Human Microbiome Project (HMP),SRR061934,,19819907,5.29624152,4147445,78309212,terrestrial biome,human-associated habitat,feces,human-gut
4472116.3,140,total_community,Human Microbiome Project (HMP),SRR059330,,19819907,5.258532868,3794739,72163455,terrestrial biome,human-associated habitat,feces,human-gut
4472117.3,130,total_community,Human Microbiome Project (HMP),SRR059331,,19819907,5.248682793,3762479,71684252,terrestrial biome,human-associated habitat,feces,human-gut
4547022.3,237,virome,Viruses in the faecal microbiota of monozygotic twins and their mothers,F3M.1,SRP002840,20631792,4.689616703,1177,25098,animal-associated habitat,human-associated habitat,feces,human-gut
4472597.3,219,total_community,Human Microbiome Project (HMP),SRR061151,,19819907,4.001757204,2521020,62997825,terrestrial biome,human-associated habitat,feces,human-gut
4472604.3,209,total_community,Human Microbiome Project (HMP),SRR061158,,19819907,3.932158709,2400725,61053614,terrestrial biome,human-associated habitat,feces,human-gut
4472165.3,202,total_community,Human Microbiome Project (HMP),SRR059379,,19819907,3.873336398,2378682,61411707,terrestrial biome,human-associated habitat,feces,human-gut
4472164.3,203,total_community,Human Microbiome Project (HMP),SRR059378,,19819907,3.871325427,2416312,62415626,terrestrial biome,human-associated habitat,feces,human-gut
4440610.3,136,total_community,Twin Gut Microflora Study,TS19,-,,3.714003963,20526,552665,animal-associated habitat,human-associated habitat,animal-associated habitat,human-gut
4472610.3,61,total_community,Human Microbiome Project (HMP),SRR061164,,19819907,3.574336661,2482258,69446676,terrestrial biome,human-associated habitat,feces,human-gut
4472612.3,58,total_community,Human Microbiome Project (HMP),SRR061166,,19819907,3.325967993,2377833,71492961,terrestrial biome,human-associated habitat,feces,human-gut
4547025.3,110,virome,Viruses in the faecal microbiota of monozygotic twins and their mothers,F2T2.1,SRP002840,20631792,3.300596111,1351,40932,animal-associated habitat,human-associated habitat,feces,human-gut
4472574.3,168,total_community,Human Microbiome Project (HMP),SRR061128,,19819907,3.078350881,2176337,70698146,terrestrial biome,human-associated habitat,feces,human-gut
4472576.3,184,total_community,Human Microbiome Project (HMP),SRR061130,,19819907,3.066257146,2154094,70251577,terrestrial biome,human-associated habitat,feces,human-gut
4472094.3,176,total_community,Human Microbiome Project (HMP),SRR041657,,19819907,3.005153172,1196376,39810816,terrestrial biome,human-associated habitat,feces,human-gut
4472566.3,175,total_community,Human Microbiome Project (HMP),SRR061118,,19819907,3.005153172,1196376,39810816,terrestrial biome,human-associated habitat,feces,human-gut
4472093.3,189,total_community,Human Microbiome Project (HMP),SRR041656,,19819907,3.002858599,1228771,40920042,terrestrial biome,human-associated habitat,feces,human-gut
4472565.3,188,total_community,Human Microbiome Project (HMP),SRR061117,,19819907,3.002858599,1228771,40920042,terrestrial biome,human-associated habitat,feces,human-gut
4472091.3,186,total_community,Human Microbiome Project (HMP),SRR041654,,19819907,2.971163484,1199678,40377381,terrestrial biome,human-associated habitat,feces,human-gut
4472564.3,187,total_community,Human Microbiome Project (HMP),SRR061115,,19819907,2.971163484,1199678,40377381,terrestrial biome,human-associated habitat,feces,human-gut
4472092.3,196,total_community,Human Microbiome Project (HMP),SRR041655,,19819907,2.969533014,1203235,40519334,terrestrial biome,human-associated habitat,feces,human-gut
4472141.3,113,total_community,Human Microbiome Project (HMP),SRR059355,,19819907,2.836497971,1926313,67911665,terrestrial biome,human-associated habitat,feces,human-gut
4472140.3,105,total_community,Human Microbiome Project (HMP),SRR059354,,19819907,2.777707203,1902316,68485116,terrestrial biome,human-associated habitat,feces,human-gut
4473677.3,121,total_community,Human Microbiome Project (HMP),SRR063899,,19819907,2.267576284,15898,701101,terrestrial biome,human-associated habitat,feces,human-gut
4472598.3,93,total_community,Human Microbiome Project (HMP),SRR061152,,19819907,2.235818859,1479740,66183358,terrestrial biome,human-associated habitat,feces,human-gut
4472613.3,107,total_community,Human Microbiome Project (HMP),SRR061167,,19819907,2.232498529,1449980,64948755,terrestrial biome,human-associated habitat,feces,human-gut
4473678.3,122,total_community,Human Microbiome Project (HMP),SRR063900,,19819907,2.190264779,14376,656359,terrestrial biome,human-associated habitat,feces,human-gut
4547050.3,254,virome,Viruses in the faecal microbiota of monozygotic twins and their mothers,F4T2.3,SRP002840,20631792,2.079099057,624,30013,animal-associated habitat,human-associated habitat,feces,human-gut
4472395.3,174,total_community,Human Microbiome Project (HMP),SRR059993,,19819907,1.98081805,908469,45863324,terrestrial biome,human-associated habitat,feces,human-gut
4472394.3,152,total_community,Human Microbiome Project (HMP),SRR059992,,19819907,1.930687389,1166279,60407449,terrestrial biome,human-associated habitat,feces,human-gut
4440613.3,103,total_community,Twin Gut Microflora Study,TS28,-,,1.897238258,5932,312665,animal-associated habitat,human-associated habitat,animal-associated habitat,human-gut
4472158.3,144,total_community,Human Microbiome Project (HMP),SRR059372,,19819907,1.87915382,1432487,76230428,terrestrial biome,human-associated habitat,feces,human-gut
4472159.3,145,total_community,Human Microbiome Project (HMP),SRR059373,,19819907,1.872235893,1424680,76095112,terrestrial biome,human-associated habitat,feces,human-gut
4473012.3,106,total_community,Human Microbiome Project (HMP),SRR061572,,19819907,1.761404859,1142311,64852268,terrestrial biome,human-associated habitat,feces,human-gut
4473023.3,102,total_community,Human Microbiome Project (HMP),SRR061583,,19819907,1.760476793,1142803,64914403,terrestrial biome,human-associated habitat,feces,human-gut
4472393.3,177,total_community,Human Microbiome Project (HMP),SRR059991,,19819907,1.721998842,993583,57699400,terrestrial biome,human-associated habitat,feces,human-gut
4472464.3,90,total_community,Human Microbiome Project (HMP),SRR060356,,19819907,1.69266736,1236543,73052924,terrestrial biome,human-associated habitat,feces,human-gut
4472465.3,86,total_community,Human Microbiome Project (HMP),SRR060357,,19819907,1.69047467,1278000,75600068,terrestrial biome,human-associated habitat,feces,human-gut
4473048.3,150,total_community,Human Microbiome Project (HMP),SRR061730,,19819907,1.649548471,12980,786882,terrestrial biome,human-associated habitat,feces,human-gut
4472392.3,181,total_community,Human Microbiome Project (HMP),SRR059990,,19819907,1.645031052,805946,48992753,terrestrial biome,human-associated habitat,feces,human-gut
4547036.3,257,virome,Viruses in the faecal microbiota of monozygotic twins and their mothers,F3T2.2,SRP002840,20631792,1.638713876,554,33807,animal-associated habitat,human-associated habitat,feces,human-gut
4472654.3,85,total_community,Human Microbiome Project (HMP),SRR061208,,19819907,1.633785606,928114,56807576,terrestrial biome,human-associated habitat,feces,human-gut
4472629.3,84,total_community,Human Microbiome Project (HMP),SRR061183,,19819907,1.628883356,921978,56601843,terrestrial biome,human-associated habitat,feces,human-gut
4472195.3,65,total_community,Human Microbiome Project (HMP),SRR059421,,19819907,1.610052074,969175,60195258,terrestrial biome,human-associated habitat,feces,human-gut
4472194.3,66,total_community,Human Microbiome Project (HMP),SRR059420,,19819907,1.607026748,967736,60219035,terrestrial biome,human-associated habitat,feces,human-gut
4478429.3,200,total_community,Human Microbiome Project (HMP),SRR061731,,19819907,1.589914688,10865,683370,terrestrial biome,human-associated habitat,feces,human-gut
4473648.3,154,total_community,Human Microbiome Project (HMP),SRR063577,,19819907,1.529547113,5451,356380,terrestrial biome,human-associated habitat,feces,human-gut
4440826.3,221,total_community,A core gut microbiome in obese and lean twins,TS9,32089,19043404,1.522525571,7605,499499,animal-associated habitat,animal-associated habitat,animal-associated habitat,human-gut
4461228.3,918,,Human gut microbiome viewed across age and geography (WGS),TS7,,,1.516460422,6653,438719,feces,feces,feces,plant-associated
4472223.3,57,total_community,Human Microbiome Project (HMP),SRR059461,,19819907,1.492983754,875530,58642969,terrestrial biome,human-associated habitat,feces,human-gut
4473636.3,153,total_community,Human Microbiome Project (HMP),SRR063565,,19819907,1.326850454,5829,439311,terrestrial biome,human-associated habitat,feces,human-gut
4473630.3,173,total_community,Human Microbiome Project (HMP),SRR063559,,19819907,1.320738277,5457,413178,terrestrial biome,human-associated habitat,feces,human-gut
4478624.3,158,total_community,Human Microbiome Project (HMP),SRR063584,,19819907,1.300602512,5375,413270,terrestrial biome,human-associated habitat,feces,human-gut
4473653.3,180,total_community,Human Microbiome Project (HMP),SRR063582,,19819907,1.299848343,5254,404201,terrestrial biome,human-associated habitat,feces,human-gut
4472448.3,179,total_community,Human Microbiome Project (HMP),SRR060138,,19819907,1.293203471,769334,59490561,terrestrial biome,human-associated habitat,feces,human-gut
4473645.3,170,total_community,Human Microbiome Project (HMP),SRR063574,,19819907,1.290558008,5022,389134,terrestrial biome,human-associated habitat,feces,human-gut
4472447.3,185,total_community,Human Microbiome Project (HMP),SRR060137,,19819907,1.289497807,769291,59658186,terrestrial biome,human-associated habitat,feces,human-gut
4478623.3,155,total_community,Human Microbiome Project (HMP),SRR063581,,19819907,1.288723131,5349,415062,terrestrial biome,human-associated habitat,feces,human-gut
4478620.3,165,total_community,Human Microbiome Project (HMP),SRR063572,,19819907,1.288511785,5183,402247,terrestrial biome,human-associated habitat,feces,human-gut
4461225.3,916,,Human gut microbiome viewed across age and geography (WGS),TS4,,,1.281696187,3702,288836,feces,feces,feces,plant-associated
4478619.3,159,total_community,Human Microbiome Project (HMP),SRR063569,,19819907,1.27796259,5021,392891,terrestrial biome,human-associated habitat,feces,human-gut
4473654.3,164,total_community,Human Microbiome Project (HMP),SRR063583,,19819907,1.273882004,4850,380726,terrestrial biome,human-associated habitat,feces,human-gut
4478622.3,160,total_community,Human Microbiome Project (HMP),SRR063578,,19819907,1.269714012,5353,421591,terrestrial biome,human-associated habitat,feces,human-gut
4473644.3,166,total_community,Human Microbiome Project (HMP),SRR063573,,19819907,1.268265937,4580,361123,terrestrial biome,human-associated habitat,feces,human-gut
4478618.3,183,total_community,Human Microbiome Project (HMP),SRR063566,,19819907,1.266112402,4261,336542,terrestrial biome,human-associated habitat,feces,human-gut
4473651.3,171,total_community,Human Microbiome Project (HMP),SRR063580,,19819907,1.260534393,4912,389676,terrestrial biome,human-associated habitat,feces,human-gut
4478621.3,182,total_community,Human Microbiome Project (HMP),SRR063575,,19819907,1.25134804,4769,381109,terrestrial biome,human-associated habitat,feces,human-gut
4473639.3,169,total_community,Human Microbiome Project (HMP),SRR063568,,19819907,1.2351807,4952,400913,terrestrial biome,human-associated habitat,feces,human-gut
4473656.3,178,total_community,Human Microbiome Project (HMP),SRR063585,,19819907,1.235027279,5211,421934,terrestrial biome,human-associated habitat,feces,human-gut
4473638.3,163,total_community,Human Microbiome Project (HMP),SRR063567,,19819907,1.220406216,4578,375121,terrestrial biome,human-associated habitat,feces,human-gut
4440460.5,48,total_community,Twin Gut Microflora Study,TS4,-,,1.13492372,5168,455361,animal-associated habitat,human-associated habitat,animal-associated habitat,human-gut
4449581.3,230,virome,Diversity and abundance of single-stranded DNA viruses in human feces,F-B,,21948823,1.123747326,998,88810,-,-,-,human-gut
4472586.3,190,total_community,Human Microbiome Project (HMP),SRR061140,,19819907,1.077867706,680288,63114239,terrestrial biome,human-associated habitat,feces,human-gut
4478512.3,197,total_community,Human Microbiome Project (HMP),SRR062322,,19819907,1.030016627,400518,38884615,terrestrial biome,human-associated habitat,feces,human-gut
4472878.3,89,total_community,Human Microbiome Project (HMP),SRR061438,,19819907,0.942213347,458237,48634102,terrestrial biome,human-associated habitat,feces,human-gut
4472872.3,87,total_community,Human Microbiome Project (HMP),SRR061432,,19819907,0.940855601,468981,49846225,terrestrial biome,human-associated habitat,feces,human-gut
4491415.3,232,,Gut microbiota in the Irish Elderly and its links to health and diet,EM242_LS_DG3_2B,,,0.852163395,155,18189,-,-,-,human-gut
4472332.3,215,total_community,Human Microbiome Project (HMP),SRR059886,,19819907,0.851743202,535979,62927300,terrestrial biome,human-associated habitat,feces,human-gut
4472998.3,128,total_community,Human Microbiome Project (HMP),SRR061558,,19819907,0.848949392,468564,55193396,terrestrial biome,human-associated habitat,feces,human-gut
4472333.3,218,total_community,Human Microbiome Project (HMP),SRR059887,,19819907,0.846341924,524598,61984168,terrestrial biome,human-associated habitat,feces,human-gut
4472997.3,129,total_community,Human Microbiome Project (HMP),SRR061557,,19819907,0.844195537,462056,54733291,terrestrial biome,human-associated habitat,feces,human-gut
4461221.3,917,,Human gut microbiome viewed across age and geography (WGS),TS3,,,0.841088952,2657,315900,feces,feces,feces,plant-associated
4472899.3,116,total_community,Human Microbiome Project (HMP),SRR061459,,19819907,0.831066769,506280,60919293,terrestrial biome,human-associated habitat,feces,human-gut
4472896.3,118,total_community,Human Microbiome Project (HMP),SRR061456,,19819907,0.82513627,484042,58662068,terrestrial biome,human-associated habitat,feces,human-gut
4440595.4,104,total_community,Twin Gut Microflora Study,TS3,-,,0.811447782,4562,562205,animal-associated habitat,human-associated habitat,animal-associated habitat,human-gut
4472668.3,69,total_community,Human Microbiome Project (HMP),SRR061222,,19819907,0.799724971,506141,63289383,terrestrial biome,human-associated habitat,feces,human-gut
4472783.3,227,total_community,Human Microbiome Project (HMP),SRR061343,,19819907,0.798005832,396245,49654399,terrestrial biome,human-associated habitat,feces,human-gut
4472677.3,71,total_community,Human Microbiome Project (HMP),SRR061231,,19819907,0.796834862,505213,63402472,terrestrial biome,human-associated habitat,feces,human-gut
4472770.3,226,total_community,Human Microbiome Project (HMP),SRR061330,,19819907,0.791913245,393495,49689155,terrestrial biome,human-associated habitat,feces,human-gut
4547024.3,282,virome,Viruses in the faecal microbiota of monozygotic twins and their mothers,F4T1.1,SRP002840,20631792,0.728738346,179,24563,animal-associated habitat,human-associated habitat,feces,human-gut
4472559.3,199,total_community,Human Microbiome Project (HMP),SRR061044,,19819907,0.694114495,270325,38945304,terrestrial biome,human-associated habitat,feces,human-gut
4472581.3,193,total_community,Human Microbiome Project (HMP),SRR061135,,19819907,0.689678554,393432,57045706,terrestrial biome,human-associated habitat,feces,human-gut
4461290.3,859,,muegge_mammals_paper_human_samples_MG,CRBM.08.MG,-,,0.644306975,326,50597,feces,feces,feces,human-vaginal
4440640.3,127,total_community,Twin Gut Microflora Study,TS51,-,,0.558154146,3056,547519,animal-associated habitat,human-associated habitat,animal-associated habitat,human-gut
4547032.3,284,virome,Viruses in the faecal microbiota of monozygotic twins and their mothers,F1T2.3,SRP002840,20631792,0.506347169,142,28044,animal-associated habitat,human-associated habitat,feces,human-gut
4440824.3,229,total_community,A core gut microbiome in obese and lean twins,TS8,32089,19043404,0.499400478,2070,414497,animal-associated habitat,animal-associated habitat,animal-associated habitat,human-gut
4461224.3,919,,Human gut microbiome viewed across age and geography (WGS),TS6,,,0.472704374,1704,360479,feces,feces,feces,plant-associated
4472453.3,112,total_community,Human Microbiome Project (HMP),SRR060152,,19819907,0.456662015,577718,126508880,terrestrial biome,human-associated habitat,feces,human-gut
4472478.3,212,total_community,Human Microbiome Project (HMP),SRR060370,,19819907,0.435232092,333123,76539163,terrestrial biome,human-associated habitat,feces,human-gut
4472479.3,213,total_community,Human Microbiome Project (HMP),SRR060371,,19819907,0.432551227,330082,76310499,terrestrial biome,human-associated habitat,feces,human-gut
4491406.3,248,,Gut microbiota in the Irish Elderly and its links to health and diet,EM308_LS_DG4_3A,,,0.42510192,122,28699,-,-,-,human-gut
4472377.3,207,total_community,Human Microbiome Project (HMP),SRR059953,,19819907,0.390252612,209996,53810274,terrestrial biome,human-associated habitat,feces,human-gut
4472376.3,211,total_community,Human Microbiome Project (HMP),SRR059952,,19819907,0.386094556,142684,36955714,terrestrial biome,human-associated habitat,feces,human-gut
4491419.3,242,,Gut microbiota in the Irish Elderly and its links to health and diet,EM221_LS_DG3_3B,,,0.33800454,137,40532,-,-,-,human-gut
4472477.3,217,total_community,Human Microbiome Project (HMP),SRR060369,,19819907,0.309622556,237914,76840009,terrestrial biome,human-associated habitat,feces,human-gut
4472720.3,172,total_community,Human Microbiome Project (HMP),SRR061280,,19819907,0.303225481,150114,49505734,terrestrial biome,human-associated habitat,feces,human-gut
4472724.3,167,total_community,Human Microbiome Project (HMP),SRR061284,,19819907,0.301584426,147043,48756828,terrestrial biome,human-associated habitat,feces,human-gut
4472277.3,222,total_community,Human Microbiome Project (HMP),SRR059830,,19819907,0.295568396,196684,66544327,terrestrial biome,human-associated habitat,feces,human-gut
4472278.3,220,total_community,Human Microbiome Project (HMP),SRR059831,,19819907,0.29475937,194628,66029453,terrestrial biome,human-associated habitat,feces,human-gut
4472476.3,216,total_community,Human Microbiome Project (HMP),SRR060368,,19819907,0.294576833,225947,76702230,terrestrial biome,human-associated habitat,feces,human-gut
4491409.3,244,,Gut microbiota in the Irish Elderly and its links to health and diet,EM291_LS_DG3_3A,,,0.285152129,100,35069,-,-,-,human-gut
4467109.3,101,,Host Remodeling of the Gut Microbiome and Metabolic Changes during Pregnancy,1342,,,0.268859523,230288,85653652,terrestrial biome,human-associated habitat,feces,human-gut
4491488.3,261,,Gut microbiota in the Irish Elderly and its links to health and diet,EM166_LS_DG3_4B,,,0.261389096,49,18746,-,-,-,human-gut
4472625.3,857,total_community,Human Microbiome Project (HMP),SRR061179,,19819907,0.249051838,1905,764901,terrestrial biome,human-associated habitat,mucus,human-vaginal
4472947.3,134,total_community,Human Microbiome Project (HMP),SRR061507,,19819907,0.246458153,158638,64367114,terrestrial biome,human-associated habitat,feces,human-gut
4472430.3,132,total_community,Human Microbiome Project (HMP),SRR060044,,19819907,0.244858907,265283,108341168,terrestrial biome,human-associated habitat,feces,human-gut
4472939.3,133,total_community,Human Microbiome Project (HMP),SRR061499,,19819907,0.243999629,155942,63910753,terrestrial biome,human-associated habitat,feces,human-gut
4461229.3,920,,Human gut microbiome viewed across age and geography (WGS),TS8,,,0.223252934,851,381182,feces,feces,feces,plant-associated
4473684.3,201,total_community,Human Microbiome Project (HMP),SRR063906,,19819907,0.206031418,1422,690186,terrestrial biome,human-associated habitat,feces,human-gut
4473683.3,223,total_community,Human Microbiome Project (HMP),SRR063905,,19819907,0.204963124,1332,649873,terrestrial biome,human-associated habitat,feces,human-gut
4440462.5,231,total_community,Twin Gut Microflora Study,TS6,-,,0.201906441,1237,612660,animal-associated habitat,human-associated habitat,animal-associated habitat,human-gut
4547016.3,297,virome,Viruses in the faecal microbiota of monozygotic twins and their mothers,F4T1.3,SRP002840,20631792,0.186425464,27,14483,animal-associated habitat,human-associated habitat,feces,human-gut
4440946.3,278,total_community,Comparative metagenomics revealed commonly enriched gene sets in human gut microbiomes,human In-A,28117,17916580,0.182932859,37,20226,animal-associated habitat,animal-associated habitat,animal-associated habitat,human-gut
4472626.3,858,total_community,Human Microbiome Project (HMP),SRR061180,,19819907,0.18018631,1324,734795,terrestrial biome,human-associated habitat,mucus,human-vaginal
4491487.3,225,,Gut microbiota in the Irish Elderly and its links to health and diet,EM172_C_DG2_1A,,,0.14778987,176,119088,-,-,-,human-gut
4473026.3,125,total_community,Human Microbiome Project (HMP),SRR061586,,19819907,0.133877427,77981,58248057,terrestrial biome,human-associated habitat,feces,human-gut
4473021.3,124,total_community,Human Microbiome Project (HMP),SRR061581,,19819907,0.131550962,74971,56990081,terrestrial biome,human-associated habitat,feces,human-gut
4478583.3,862,total_community,Human Microbiome Project (HMP),SRR062542,,19819907,0.12768176,360,281951,terrestrial biome,human-associated habitat,mucus,human-vaginal
4440948.3,258,total_community,Comparative metagenomics revealed commonly enriched gene sets in human gut microbiomes,human In-D,28117,17916580,0.123337623,46,37296,animal-associated habitat,animal-associated habitat,animal-associated habitat,human-gut
4491420.3,264,,Gut microbiota in the Irish Elderly and its links to health and diet,EM219_R_DG3_4B,,,0.117566376,48,40828,-,-,-,human-gut
